Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position,ID,Wave_Level,Value
YT,Other administrative services managers ,10019,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4584,High,
YT,"Banking, credit and other investment managers ",10021,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4585,Low,
YT,"Banking, credit and other investment managers ",10021,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4585,Median,49.8
YT,"Banking, credit and other investment managers ",10021,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4585,High,
YT,"Advertising, marketing and public relations managers ",10022,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4586,Low,
YT,"Advertising, marketing and public relations managers ",10022,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4586,Median,43.83
YT,"Advertising, marketing and public relations managers ",10022,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4586,High,
YT,Other business services managers ,10029,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4587,Low,32.51
YT,Other business services managers ,10029,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4587,Median,53.57
YT,Other business services managers ,10029,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4587,High,70.13
YT,Financial auditors and accountants ,11100,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4588,Low,
YT,Financial auditors and accountants ,11100,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4588,Median,41.08
YT,Financial auditors and accountants ,11100,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4588,High,
YT,Financial advisors ,11102,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4589,Low,24.35
YT,Financial advisors ,11102,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4589,Median,40.51
YT,Financial advisors ,11102,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4589,High,60.64
YT,Human resources professionals ,11200,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4590,Low,25.0
YT,Human resources professionals ,11200,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4590,Median,38.46
YT,Human resources professionals ,11200,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4590,High,51.79
YT,Professional occupations in business management consulting ,11201,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4591,Low,
YT,Professional occupations in business management consulting ,11201,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4591,Median,42.56
YT,Professional occupations in business management consulting ,11201,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4591,High,
YT,"Professional occupations in advertising, marketing and public relations ",11202,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4592,Low,
YT,"Professional occupations in advertising, marketing and public relations ",11202,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4592,Median,44.07
YT,"Professional occupations in advertising, marketing and public relations ",11202,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,4592,High,
YT,"Supervisors, general office and administrative support workers ",12010,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors,4593,Low,28.05
YT,"Supervisors, general office and administrative support workers ",12010,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors,4593,Median,38.51
YT,"Supervisors, general office and administrative support workers ",12010,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors,4593,High,47.24
YT,Executive assistants ,12100,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors,4594,Low,
YT,Executive assistants ,12100,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors,4594,Median,37.18
YT,Executive assistants ,12100,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors,4594,High,
YT,Human resources and recruitment officers ,12101,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors,4595,Low,28.95
YT,Human resources and recruitment officers ,12101,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors,4595,Median,35.79
YT,Human resources and recruitment officers ,12101,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors,4595,High,39.73
YT,Procurement and purchasing agents and officers ,12102,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors,4596,Low,
YT,Procurement and purchasing agents and officers ,12102,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors,4596,Median,43.07
YT,Procurement and purchasing agents and officers ,12102,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors,4596,High,
