Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position,ID,Wave_Level,Value,mean_temperature,Average_house_price,bachelors_higher,Minimum_wage,CPI
MB,Managers in transportation ,70020,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2308,Low,31.25,-14.3,0.338022,22.9,15.3,1.7
MB,Managers in transportation ,70020,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2308,Median,43.27,-14.3,0.338022,22.9,15.3,1.7
MB,Managers in transportation ,70020,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2308,High,72.12,-14.3,0.338022,22.9,15.3,1.7
MB,Postal and courier services managers ,70021,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2309,Low,,-14.3,0.338022,22.9,15.3,1.7
MB,Postal and courier services managers ,70021,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2309,Median,33.75,-14.3,0.338022,22.9,15.3,1.7
MB,Postal and courier services managers ,70021,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2309,High,,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations ",72010,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2310,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations ",72010,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2310,Median,34.5,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations ",72010,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2310,High,42.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, electrical trades and telecommunications occupations ",72011,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2311,Low,28.75,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, electrical trades and telecommunications occupations ",72011,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2311,Median,39.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, electrical trades and telecommunications occupations ",72011,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2311,High,57.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, pipefitting trades ",72012,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2312,Low,17.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, pipefitting trades ",72012,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2312,Median,46.5,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, pipefitting trades ",72012,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2312,High,49.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, carpentry trades ",72013,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2313,Low,20.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, carpentry trades ",72013,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2313,Median,31.6,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, carpentry trades ",72013,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2313,High,45.23,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, other construction trades, installers, repairers and servicers ",72014,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2314,Low,20.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, other construction trades, installers, repairers and servicers ",72014,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2314,Median,32.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, other construction trades, installers, repairers and servicers ",72014,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2314,High,48.08,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, mechanic trades ",72020,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2315,Low,24.04,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, mechanic trades ",72020,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2315,Median,36.06,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, mechanic trades ",72020,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2315,High,52.4,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, heavy equipment operator crews ",72021,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2316,Low,25.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, heavy equipment operator crews ",72021,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2316,Median,31.25,-14.3,0.338022,22.9,15.3,1.7
MB,"Contractors and supervisors, heavy equipment operator crews ",72021,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2316,High,45.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Supervisors, printing and related occupations ",72022,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2317,Low,,-14.3,0.338022,22.9,15.3,1.7
MB,"Supervisors, printing and related occupations ",72022,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2317,Median,32.47,-14.3,0.338022,22.9,15.3,1.7
MB,"Supervisors, printing and related occupations ",72022,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2317,High,,-14.3,0.338022,22.9,15.3,1.7
MB,"Supervisors, railway transport operations ",72023,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2318,Low,,-14.3,0.338022,22.9,15.3,1.7
MB,"Supervisors, railway transport operations ",72023,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2318,Median,36.89,-14.3,0.338022,22.9,15.3,1.7
MB,"Supervisors, railway transport operations ",72023,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2318,High,,-14.3,0.338022,22.9,15.3,1.7
MB,"Supervisors, motor transport and other ground transit operators ",72024,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2319,Low,25.45,-14.3,0.338022,22.9,15.3,1.7
MB,"Supervisors, motor transport and other ground transit operators ",72024,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2319,Median,33.33,-14.3,0.338022,22.9,15.3,1.7
MB,"Supervisors, motor transport and other ground transit operators ",72024,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2319,High,50.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Supervisors, mail and message distribution occupations ",72025,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2320,Low,16.83,-14.3,0.338022,22.9,15.3,1.7
MB,"Supervisors, mail and message distribution occupations ",72025,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2320,Median,24.04,-14.3,0.338022,22.9,15.3,1.7
MB,"Supervisors, mail and message distribution occupations ",72025,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2320,High,37.0,-14.3,0.338022,22.9,15.3,1.7
MB,Machinists and machining and tooling inspectors ,72100,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2321,Low,20.0,-14.3,0.338022,22.9,15.3,1.7
MB,Machinists and machining and tooling inspectors ,72100,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2321,Median,26.72,-14.3,0.338022,22.9,15.3,1.7
MB,Machinists and machining and tooling inspectors ,72100,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2321,High,36.63,-14.3,0.338022,22.9,15.3,1.7
MB,Tool and die makers ,72101,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2322,Low,18.9,-14.3,0.338022,22.9,15.3,1.7
MB,Tool and die makers ,72101,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2322,Median,25.3,-14.3,0.338022,22.9,15.3,1.7
MB,Tool and die makers ,72101,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2322,High,40.15,-14.3,0.338022,22.9,15.3,1.7
MB,Sheet metal workers ,72102,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors,2323,Low,19.0,-14.3,0.338022,22.9,15.3,1.7
